,Unnamed: 0,ad_id,origin,condition,car_model,mileage,exterior_color,interior_color,num_of_doors,seating_capacity,engine,engine_capacity,transmission,drive_type,fuel_consumption,describe,brand,grade,year_of_manufacture,car_name,price,url,price_in_billion
13326,13326,4852410,Domestic assembly,Used car,Sedan,30,Red,Black,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,8.1," Honda City CVT 2019 AT red, TP license plate, 18 tires on the car. The car is equipped with: automatic throttle, fuel-saving eco mode, sports steering wheel shift mode, car entertainment screen, 2-zone air conditioning, milled wheels and other car-specific amenities... Car runs: 30,000+ Guaranteed original car, no accidents, no floods.+ Bank support from 5-70% of car value.+ If you are interested, please contact the hotline for advice and experience the car at Salon.Mr pros:",Honda,City,2019.0,Honda City 1.5 2019 car,450 Million,https://bonbanh.com/xe-honda-city-1.5-2019-4852410,0.45
13382,13382,4852954,Imported,Used car,Van/Minivan,2,White,Cream,5,2,Petrol,0.8,Automatic,FWD - Front-wheel drive,8.3," One owner car from new. Automatic, extremely durable, extremely economical, high quality car, full screen sound. Price is negotiable too. Durable and saves on cheap replacements",Daewoo,Matiz,2005.0,Daewoo Matiz Van 0.8 AT 2005,86 Million,https://bonbanh.com/xe-daewoo-matiz-van-0.8-at-2005-4852954,0.086
13529,13529,4853890,Imported,Used car,Pickup,5,Silver,Colorful,4,5,Diesel,2.2,Automatic,RFD - Rear-wheel drive,11.7,"For rand ger 2020 automatic transmission 1 axle beautiful like new, all brands nationwide, one owner from the beginning, very well kept, only 50,000 miles, 100% original car condition, no crash or flood, written commitment",Ford,Ranger,2020.0,Ford Ranger XLS 2.2L 4x2 AT 2020,595 Million,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-4853890,0.595
13551,13551,4854004,Domestic assembly,Used car,SUV,8,Black,Black,5,5,Petrol,2.0,Automatic,FWD - Front-wheel drive,9.0," I'm selling a cx5 2.0 1-wheel drive 2016 with very low mileage, 8k km, factory maintenance history, new tires, private name, anyone interested should contact directly, I cover the company nationwide, price is negotiable",Mazda,CX-5,2016.0,Mazda CX5 2.0 AT 2016,595 Million,https://bonbanh.com/xe-mazda-cx5-2.0-at-2016-4854004,0.595
13630,13630,4854485,Domestic assembly,Used car,SUV,48,White,White,5,5,Petrol,2.0,Automatic,FWD - Front-wheel drive,9.5," Urgent sale for mazda CX5 2.0 Luxury made in 2020, one owner from scratch (Hanoi beach) running 4v.. super new, options equipped with many features. Smart key, ignition, electric seats, independent auto air conditioning, sunroof, screen, camera... the car is guaranteed to be crash-free and not flooded with original machinery....",Mazda,CX-5,2020.0,Mazda CX5 2.0 Luxury 2020 car,760 Million,https://bonbanh.com/xe-mazda-cx5-2.0-luxury-2020-4854485,0.76
13684,13684,4854850,Domestic assembly,Used car,Hatchback,5,White,Colorful,5,5,Petrol,1.25,Automatic,FWD - Front-wheel drive,6.7, I10-production year 2019- std AT- invites you to come see the car and experience it! Thank you - see the car at Bich Dong Viet Yen Bac Giang,Hyundai,i10,2019.0,Hyundai i10 Grand 1.2 AT 2019 car,383 Million,https://bonbanh.com/xe-hyundai-i10-grand-1.2-at-2019-4854850,0.383
13854,13854,4855705,Imported,Used car,Pickup,9,White,Black,4,5,Diesel,3.2,Automatic,4WD - Four-wheel drive (4WD),10.3,"PORD RANGER WILDTRARK 3.2 4Ã—4 Moon color, manufactured in 2016, equipped with high-quality leather seats, integrated steering wheel, automatic throttle, two-zone automatic air conditioning, headlights, automatic wipers, distance brake, warning, screen ,cameraSmart key (star/stops) roll-up lidPrivate car, anyone who needs a license",Ford,Ranger,2016.0,Ford Ranger Wildtrak 3.2L 4x4 AT 2016,618 Million,https://bonbanh.com/xe-ford-ranger-wildtrak-3.2l-4x4-at-2016-4855705,0.618
13939,13939,4856139,Domestic assembly,Used car,Crossover,30,Yellow,Cream,5,5,Diesel,2.0,Automatic,FWD - Front-wheel drive,10.1," Family car, first owner. not flooded. Has 360 degree DCT camera, cool n lite glass stickers. 3D flooring",Hyundai,Tucson,2019.0,Hyundai Tucson 2.0 AT CRDi 2019,730 Million,https://bonbanh.com/xe-hyundai-tucson-2.0-at-crdi-2019-4856139,0.73
14328,14328,4858577,Domestic assembly,Used car,SUV,50,Black,Cream,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.4," Mercedes-Benz GLC 200 4MATIC Black, cream interior Mileage: 50 Km Registration: 2023 Warranty until 2026 Save more than 200 million compared to a new car",Mercedes-Benz,GLC200,2022.0,Mercedes Benz GLC 200 4Matic 2022,2 Billion 89 Million,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-4858577,2.089
14711,14711,4860479,Domestic assembly,Used car,Sedan,8,Black,Cream,4,5,Petrol,1.8,Automatic,FWD - Front-wheel drive,7.6,"Please allow me to add! I need to sell a Honda Civic sx 2015 automatic transmission, 1.8 engine. Super economical, durable, and sturdy car. The car is equipped with a screen, reverse cam, control lock, leather seats... ï¸ Guarantee that the car is accident-free, not flooded, original engine. Contact to view the car at No. 1 Chau Van Liem, My Dinh, Hanoi.",Honda,Civic,2015.0,Honda Civic 1.8 AT 2015,440 Million,https://bonbanh.com/xe-honda-civic-1.8-at-2015-4860479,0.44
14762,14762,4860881,Imported,Used car,Sedan,73,White,Cream,4,5,Petrol,2.0,Automatic,FWD - Front-wheel drive,8.9,"The car is in original condition, the engine is original, it has not been flooded or crashed, the car has low mileage, no minor defects, original Saigon license plate. Goverment",Hyundai,Sonata,2015.0,Hyundai Sonata 2.0 AT 2015,545 Million,https://bonbanh.com/xe-hyundai-sonata-2.0-at-2015-4860881,0.545
14819,14819,4861158,Imported,Used car,Hatchback,10,Orange,Yellow,5,5,Petrol,1.0,Automatic,FWD - Front-wheel drive,7.1, KIA MORNING LX 1.0 2005 IMPORTED - Full toys - reversing camera - independent heated seats for 2 seats - durable and quiet engine saves fuel - cool air conditioner - only original glass bonnet that has not been impacted - the handle is not crashed or flooded water - nice body 3 month mechanical warranty so you can pedal with peace of mind.,Kia,Morning,2005.0,Kia Morning LX 1.0 AT 2005,124 Million,https://bonbanh.com/xe-kia-morning-lx-1.0-at-2005-4861158,0.124
14956,14956,4862202,Domestic assembly,Used car,Crossover,86,Silver,Brown,5,8,Petrol,2.0,Manual,RFD - Rear-wheel drive,11.0,"100% poor family car for sale urgently Innova production 2019, beautiful original car, anyone who needs it, call me directly",Toyota,Innova,2019.0,Toyota Innova 2.0E 2019 car,546 Million,https://bonbanh.com/xe-toyota-innova-2.0e-2019-4862202,0.546
15073,15073,4863479,Domestic assembly,Used car,Sedan,10,Yellow,Sand,4,5,Petrol,1.5,Manual,FWD - Front-wheel drive,8.8,"2015 Toyota Vios E is a one-owner private car from the beginning. The car does not have a taxi service. The car is beautiful with no minor defects. The genuine E version is not a fancy car. You can rest assured that you will love the car. The most loving price, including application documents.",Toyota,Vios,2015.0,Toyota Vios 1.5E 2015,329 Million,https://bonbanh.com/xe-toyota-vios-1.5e-2015-4863479,0.329
15105,15105,4863799,Domestic assembly,Used car,SUV,98,Black,Cream,5,8,Diesel,2.5,Automatic,RFD - Rear-wheel drive,13.0," need to sell a 2011 Ford Everest automatic diesel engine, the car is equipped with an additional screen, camera, steps, rain cover, the car is not flooded, runs extremely fuel-efficient, original motorbike. Haven't opened it yet, the air conditioner is cold, registration is still long, signed for authorization to buy and sell quickly within the day",Ford,Everest,2011.0,Ford Everest 2.5L 4x2 AT 2011,368 Million,https://bonbanh.com/xe-ford-everest-2.5l-4x2-at-2011-4863799,0.368
15143,15143,4864116,Domestic assembly,Used car,Sedan,9,White,Cream,4,5,Petrol,1.5,Manual,FWD - Front-wheel drive,8.1,"Family needs to sell Vios 2019 E manual transmission, 7 airbag version. The car is beautiful with no minor defects, the engine under the chassis is original. If you want to buy a car, please contact me",Toyota,Vios,2019.0,Toyota Vios 1.5E MT 2019,386 Million,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2019-4864116,0.386
15179,15179,4864312,Domestic assembly,Used car,Sedan,30,White,Black,4,5,Petrol,2.0,Automatic,RFD - Rear-wheel drive,8.7,"Mercedes E300 sx 2022 super smooth, never running, still intact. - Genuine Mercedes-Benz An Du open for sale. - Super surfing 30km - White with black interior - Genuine warranty 3 years unlimited km. - Bank loan support 70% per year preferential interest rate. Contact.",Mercedes-Benz,E300,2022.0,Mercedes Benz E class E300 AMG 2022,2 Billion 950 Million,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2022-4864312,2.95
15272,15272,4864762,Domestic assembly,Used car,Sedan,38,Red,Black,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,7.8,Super nice hot item mazda3 2018 crystal red upgraded version with electric adjustable seats Private name 1 owner from new HN 4v tires all with car Finance a little more than 500 Reasonable price for those who are sophisticated Do you have Contact to see the car in Long Bien Hanoi,Mazda,3,2019.0,Mazda 3 1.5L Luxury 2019,545 Million,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-4864762,0.545
15396,15396,4865222,Domestic assembly,Used car,Sedan,6,White,Cream,4,5,Petrol,1.6,Automatic,FWD - Front-wheel drive,8.5,"âœ“ Kia Cerato version 1.6 produced late 2018 AT; automatic transmission, two-color leather seats, sunroof for sale, rear sport gearshift with no function, 3 driving modes, 2-position memory seat, 10-way power driver's seat, CRuicontron, four-wheel ABS, anti-slip drum , the family car is still very nice, the car is beautiful with no faults, the car runs more than 6 miles, the paint is original on almost the entire car The car has not been in any collisions or water damage, the windows are glued, the engine flashes are original, the interior is original. The interior of the car is as fresh as new, the chassis is solid, the tires are nice and clean, the car has just been inspected, please let me know.",Kia,Cerato,2018.0,Kia Cerato 1.6 AT 2018,490 Million,https://bonbanh.com/xe-kia-cerato-1.6-at-2018-4865222,0.49
15671,15671,4866841,Imported,Used car,SUV,25,White,Black,5,7,Petrol,3.0,Automatic,AWD - 4-wheel drive (AWD),9.8,"Liquidation sale of GLE450 4Matic car at a reasonable priceCar manufactured in 2022Newly rolled 25 kilometersCondition is 99.9% newGenuine guarantees that the entire engine, chassis, electrical system is 100% originalMaximum capacity 270 kW [367 hp] at 5500 - 6100 rpm 9G-TRONIC 9-speed automatic transmission 4MATIC full-time 4-wheel drive 20-inch 5 dual-spoke wheels Premium leather seats 64-color ambient lighting 12.3-inch voice-controlled screen Burmester 13 speakers 590 watt speakerDYNAMIC SELECT Eco, Comfort, Sport, Sport + and Individual control cluster..And many other safety features....",Mercedes-Benz,GLE450,2022.0,Mercedes Benz GLE Class GLE 450 4Matic 2022,4 Billion 590 Million,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2022-4866841,4.59
15798,15798,4867652,Domestic assembly,Used car,Sedan,45,Sand,Black,4,5,Petrol,1.6,Automatic,FWD - Front-wheel drive,7.5,"Selling Elantra 2018 dk 2019 sport 1.6 turbo, 1 owner bought new, odo 40,000, standard tires of 5 are still thick, spare parts have not touched the ground, the car is in good condition with no minor defects, friendly people please call to check the car",Hyundai,Elantra,2018.0,Hyundai Elantra Sport 1.6 AT 2018,520 Million,https://bonbanh.com/xe-hyundai-elantra-sport-1.6-at-2018-4867652,0.52
16075,16075,4868978,Imported,Used car,Hatchback,12,Red,Cream,5,5,Petrol,1.4,Automatic,FWD - Front-wheel drive,6.0,"2010 Huynhdai i20 AT version full Drama B-segment car is equipped with many safety features, equipped with sunroof, ABS brakes, safety airbags, in general there are many features etc. You can see the car here Kinh Mon town, Hai Duong",Hyundai,i20,2010.0,Hyundai i20 1.4 AT 2010 car,270 Million,https://bonbanh.com/xe-hyundai-i20-1.4-at-2010-4868978,0.27
16092,16092,4869114,Imported,Used car,Sedan,90,White,Black,4,5,Petrol,1.8,Manual,FWD - Front-wheel drive,8.1, Hyundai elantra 2013 registration 2014Korean imported car Well kept family car,Hyundai,Elantra,2013.0,Hyundai Elantra 1.8 MT 2013,330 Million,https://bonbanh.com/xe-hyundai-elantra-1.8-mt-2013-4869114,0.33
16183,16183,4869781,Imported,Used car,SUV,50,White,Black,5,7,Petrol,3.0,Automatic,AWD - 4-wheel drive (AWD),9.8,"Mercedes GLE450 4Matic 2022 for sale, super fast driving 50kmâ–ªï¸Old Mercedes GLE450 in White/Black interiorâ–ªï¸Manufactured in 2022, registered in January 2023â–ªï¸Only driven 50km (99.99% new car like a new car at the dealership) )â–ªï¸High invoice company nameâ–ªï¸Bank supports 70% of car valueâ–ªï¸Mercedes Haxaco commits to: No collision - No flooding - No mileage - No engine errorsâ–ªï¸Why should you buy a used Mercedes GLE450 Genuine ? â€“ After-sales service like a new car. â€“ Vehicles sold by genuine Mercedes-Benz Vietnam dealers: Commitment to vehicle quality â€“ Genuine used vehicles have been inspected. 110 Mercedes-Benz standard points.>> Call now to own this Mercedes GLE 450 that runs super fast like new!",Mercedes-Benz,GLE450,2022.0,Mercedes Benz GLE Class GLE 450 4Matic 2022,4 Billion 589 Million,https://bonbanh.com/xe-mercedes_benz-gle_class-gle-450-4matic-2022-4869781,4.589
16261,16261,4870111,Imported,Used car,Hatchback,8,Green,Black,5,5,Petrol,1.0,Automatic,FWD - Front-wheel drive,7.1," I sold my 2011 Kia Morning with very low mileage, so I bought it. LED lights, 360 cam, suede ceiling, JBL speakers, new michelin tires, kata carpets...etc. car is the original owner, if anyone needs it, contact me directly!",Kia,Morning,2011.0,Kia Morning 1.0 AT Sport 2011 car,288 Million,https://bonbanh.com/xe-kia-morning-1.0-at-sport-2011-4870111,0.288
16266,16266,4870138,Domestic assembly,Used car,SUV,50,Black,Black,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.4,Mercedes GLC 200 4Matic V1 Outstanding equipment: - Off-road exterior - 360 camera - 12 obstacle sensors - Keyless-Go smart key - 12.3 inch digital dashboard screen - 64 interior ambient lights color- 13 burmester 590watt speakers- Real wood paneled interior & Italian cow leather upholstery.- New outstandingly designed wheels.- Rear boot kick feature,Mercedes-Benz,GLC200,2022.0,Mercedes Benz GLC 200 4Matic 2022,2 Billion 99 Million,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2022-4870138,2.099
16316,16316,4870402,Domestic assembly,Used car,Sedan,50,Red,Black,4,5,Petrol,1.5,Automatic,RFD - Rear-wheel drive,8.7," Equipped with basic safety equipment, the Mercedes Benz E180 FL 2022 possesses a series of modern safety technologies such as: Active Brake Assist, Active Parking Assist, Automatic safety system. PRE-SAFE protection Adaptive braking system with stopping support and hill start support function. Commitment: Vehicle has Genuine warranty, unlimited km - Over 110 comprehensive technical inspection points - 100 New Vehicles %, not yet rolled out.",Mercedes-Benz,E180,2022.0,Mercedes Benz E class E180 2022,1 Billion 999 Million,https://bonbanh.com/xe-mercedes_benz-e_class-e180-2022-4870402,1.999
16475,16475,4871209,Domestic assembly,Used car,Hatchback,10,White,Black,5,5,Petrol,1.25,Manual,FWD - Front-wheel drive,8.3," KIA Monring 2015 MT version private car, one owner from the beginning, guaranteed original, no taxi service, no crash, no flooding. Viewed the car in Kinh Mon town, Hai Duong.",Kia,Morning,2015.0,Kia Morning LX 2015 car,198 Million,https://bonbanh.com/xe-kia-morning-lx-2015-4871209,0.198
16494,16494,4871345,Imported,Used car,Sedan,4,Black,Cream,4,5,Petrol,3.5,Automatic,FWD - Front-wheel drive,9.8, #Toyota_avalon_limited 2010 imported car from the US â€¢ Black - cream white interior â€¢. Odo standard 72 thousand km Includes testing of all models upon request Good price call me directly. Meet Quang,Toyota,Avalon,2010.0,Toyota Avalon Limited 2010,880 Million,https://bonbanh.com/xe-toyota-avalon-limited-2010-4871345,0.88
16663,16663,4872179,Imported,Used car,SUV,1,Black,Cream,5,7,Petrol,1.5,Automatic,RFD - Rear-wheel drive,9.0," Toyota Rush produced 2019, individual name, license plate Hanoi. Commitment that the car will not crash, will not change the engine, will not be flooded, and will not be fined. Supports installment payments for Toyota's main benefits.",Toyota,Rush,2019.0,Toyota Rush 1.5S AT 2019,570 Million,https://bonbanh.com/xe-toyota-rush-1.5s-at-2019-4872179,0.57
16705,16705,4872325,Domestic assembly,Used car,Sedan,6,Red,Black,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,7.8," I'm selling a 2019 mazda3 with very low mileage, 360 cam, new tires, 100% original car, I cover the brand! If anyone has any questions, please contact me directly",Mazda,3,2019.0,Mazda 3 1.5L Luxury 2019,545 Million,https://bonbanh.com/xe-mazda-3-1.5l-luxury-2019-4872325,0.545
16803,16803,4872761,Domestic assembly,Used car,Sedan,50,White,Black,4,5,Petrol,2.0,Automatic,RFD - Rear-wheel drive,8.7,"E300 AMG V1 - the perfect, sporty and sophisticated inheritance 258 horsepower engine AMG sports exterior package 19-inch multi-spoke wheels, RunFlat tires Apple Carplay and Android Auto connectivity Premium Multibeam Led headlights Nappa leather seats Head up Display Blind spot warning Camera 360 degrees Panorama sunroof 64-color border lights.... And many other safety features................... 70% bank loan support - Money reduction support face-Free accessories, premium nano-film-Free 5 Mercedes gifts-And lots of support when calling directly........................ ......Contact us to receive incentives",Mercedes-Benz,E300,2022.0,Mercedes Benz E class E300 AMG 2022,3 Billion 99 Million,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2022-4872761,3.099
16907,16907,4873303,Domestic assembly,Used car,Hatchback,8,Green,Black,5,5,Petrol,1.6,Automatic,FWD - Front-wheel drive,7.4,"The family needs to sell a beautiful 2012 Fo fiasta Hatbach version. The car is equipped with abs brakes. air bubbles. electric mirrors with two-way air conditioning. integrated steering wheel. an American-made car with beautiful shape, width and height. Guaranteed original car. from the manufacturer. If you have a collision or any defects, you can check with the mechanic. The car is a private owner, so buying and selling is very convenient for anyone who needs to transfer the title or withdraw the vehicle. If you come to see the car, you can find out what is wrong with the car. Please give me 30 million.",Ford,Fiesta,2012.0,Ford Fiesta S 1.6 AT 2012,234 Million,https://bonbanh.com/xe-ford-fiesta-s-1.6-at-2012-4873303,0.234
16955,16955,4873638,Domestic assembly,Used car,Crossover,86,Grey,Grey,5,8,Petrol,2.0,Manual,RFD - Rear-wheel drive,11.5," Nice car in the corner of the city with a name that doesn't cost 20 million in medical fees, no need, no flood, notarized authorization or sale ok",Toyota,Innova,2006.0,Toyota Innova G 2006 car,256 Million,https://bonbanh.com/xe-toyota-innova-g-2006-4873638,0.256
17066,17066,4874260,Imported,Used car,Convertible/Cabriolet,88,Red,Cream,2,4,Petrol,2.0,Automatic,RFD - Rear-wheel drive,5.0," Bmw 320i convertible 2 door convertible sx2009 beautiful car with original engine, never been hit by water, standard for taking selfies in general, it's also nice to do.",BMW,3_Series,2009.0,BMW 3 Series 320i Convertible 2009,699 Million,https://bonbanh.com/xe-bmw-3_series-320i-convertible-2009-4874260,0.699
17209,17209,4875092,Domestic assembly,Used car,Sedan,6,Silver,Cream,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,9.3," I need to sell my Vios SX 2017 G version, the car has been kept and maintained regularly, it has an Android screen. Original machinery, original glue, no collision. If anyone needs it, please contact me.",Toyota,Vios,2017.0,Toyota Vios 1.5G 2017,435 Million,https://bonbanh.com/xe-toyota-vios-1.5g-2017-4875092,0.435
17250,17250,4875329,Domestic assembly,Used car,Sedan,33,Red,Colorful,4,5,Petrol,1.4,Automatic,FWD - Front-wheel drive,6.8,"Salon Auto Hai Binh Sells Hyundai Accent 2021 automatic - 1 owner car bought new from scratch. Priced at 30,000 but very new, brand new interior. Genuine tires come with the car - New Phom has remote ignition, the car has no minor defects, including nationwide testing - Support for title transfer and installment loans through banks up to 65% of the car's value with low interest rates... â€”â€”â€”â€”â€”â€”â€”â€”â€”â€”â€” Ì‰ Ì€ Hoan Lao - Bo Trach - Quang Binh",Hyundai,Accent,2021.0,Hyundai Accent 1.4 AT 2021,450 Million,https://bonbanh.com/xe-hyundai-accent-1.4-at-2021-4875329,0.45
17263,17263,4875481,Domestic assembly,Used car,Sedan,3,Green,Cream,4,5,Petrol,1.8,Manual,FWD - Front-wheel drive,7.6,"Trong Dien auto salon sells Honda Civic late 2006, well used family car, very new, original chassis, very nice interior and exterior. The car has not been involved in any accident due to flooding, the engine is a pure transmission",Honda,Civic,2006.0,Honda Civic 1.8 MT 2006,210 Million,https://bonbanh.com/xe-honda-civic-1.8-mt-2006-4875481,0.21
17317,17317,4875756,Domestic assembly,Used car,Van/Minivan,30,White,White,4,6,Petrol,2.4,Manual,RFD - Rear-wheel drive,9.1, 205 extremely powerful turbo engines. The shell is beautiful and not damaged. Full functionality. Come back to make money,Toyota,Hiace,2005.0,Toyota Hiace Van 2.4 2005,85 Million,https://bonbanh.com/xe-toyota-hiace-van-2.4-2005-4875756,0.085
17346,17346,4876040,Domestic assembly,Used car,SUV,50,Black,Brown,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.4," Domestically Assembled Mercedes-Benz - GLC 300 4MATIC Best-selling car line of Mercedes-Benz Vietnam Highlights on the GLC 300 4MATIC - AMG exterior package and 19-inch wheels - Completely new 2.0L engine with high capacity 258 hp- 4MATIC drive system- MBUX artificial intelligence interface, 12.3-inch digital dashboard and 10.25-inch entertainment screen- Adding a series of amenities such as a 13-speaker surround sound system of BurmesterÂ®, 360 panoramic camera, premium leather seats, 64-color interior ambient lighting,... order and receive your car as soon as possible",Mercedes-Benz,GLC300,2022.0,Mercedes Benz GLC 300 4Matic 2022,2 Billion 499 Million,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4876040,2.499
17389,17389,4876503,Domestic assembly,Used car,Sedan,20,Black,Cream,4,5,Petrol,1.5,Manual,FWD - Front-wheel drive,7.4," TOYOTA Vios 2010 MT version, beautiful original car, dead pig price, come and see the car in Kinh Mon town, Hai Duong",Toyota,Vios,2010.0,Toyota Vios 1.5 MT 2010,189 Million,https://bonbanh.com/xe-toyota-vios-1.5-mt-2010-4876503,0.189
17924,17924,4879114,Domestic assembly,Used car,SUV,99,Black,Brown,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.4,"Mercedes GLC300 4MATIC Model 2022 Black, brown interior New version of AMG beveled volang Manufactured: 2022, first registration 2023 Genuine unlimited km warranty until 2026, nationwide company testing included. Odo: 99km. Guaranteed to be crash-free, Not flooded, standard kilometers, VAT export, installment payment support",Mercedes-Benz,GLC300,2022.0,Mercedes Benz GLC 300 4Matic 2022,2 Billion 430 Million,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4879114,2.43
17954,17954,4879200,Domestic assembly,Used car,Crossover,9,White,Cream,5,5,Electric,1.8,Automatic,FWD - Front-wheel drive,1.65," Family Selling white vf e34 car or exchange for vf8, very well used women's car, full body insurance. I hope you continue to buy and use.",VinFast,VF_e34,2022.0,VinFast VF e34 AT 2022 car,465 Million,https://bonbanh.com/xe-vinfast-vf-e34-at-2022-4879200,0.465
18096,18096,4879813,Domestic assembly,Used car,SUV,39,Green,Brown,5,5,Petrol,2.0,Automatic,AWD - 4-wheel drive (AWD),9.4,"Mercedes GLC300 4MATIC Model 2023 Blue, black interior New version of AMG beveled volang Manufactured: 2022, first registration 2023 Genuine unlimited km warranty until 2026, nationwide company testing included. Odo: 39km. Guaranteed to be crash-free, Not flooded, standard kilometers, VAT export, installment payment support",Mercedes-Benz,GLC300,2022.0,Mercedes Benz GLC 300 4Matic 2022,2 Billion 429 Million,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4879813,2.429
18263,18263,4880556,Imported,Used car,Pickup,6,Green,Green,4,5,Diesel,2.2,Automatic,RFD - Rear-wheel drive,11.7," Selling imported ranger xls 2.2 SX 2020 AT, 1 owner odo 6000,000 diesel engine, all original tires, spare tires have not been lowered, the car has very little mileage, everything is still very new, anyone interested can call me to know More information",Ford,Ranger,2020.0,Ford Ranger XLS 2.2L 4x2 AT 2020,599 Million,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2020-4880556,0.599
18264,18264,4880572,Domestic assembly,Used car,Sedan,25,White,Brown,4,5,Petrol,1.5,Automatic,RFD - Rear-wheel drive,4.4,I'M THE ONLY Genuine liquidation seller of the super product C200_plus V1 version White car with unique brown interior Manufactured 2022First registration 2023Car condition: unbelievably super smooth Contact me for more detailed car information and more Other attractive gifts,Mercedes-Benz,C200,2022.0,Mercedes Benz C class C200 Avantgarde Plus 2022,1 Billion 860 Million,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-plus-2022-4880572,1.86
18274,18274,4880620,Imported,Used car,Pickup,40,White,White,4,5,Diesel,2.2,Automatic,RFD - Rear-wheel drive,10.8," The owner is selling a 2015 automatic transmission with 1 axle, the car is beautiful and has no defects, anyone interested should contact to see the car in Ha Tinh province.",Ford,Ranger,2015.0,Ford Ranger XLS 2.2L 4x2 AT 2015,435 Million,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2015-4880620,0.435
18319,18319,4880837,Domestic assembly,Used car,Sedan,6,Sand,Cream,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,8.1," Selling Vios engine production 218, 1 car drives like new. Anyone interested can contact for more information.",Toyota,Vios,2018.0,Toyota Vios 1.5G 2018,430 Million,https://bonbanh.com/xe-toyota-vios-1.5g-2018-4880837,0.43
18341,18341,4880980,Imported,Used car,Hatchback,7,Yellow,Grey,5,5,Petrol,1.2,Automatic,FWD - Front-wheel drive,7.7,"Honda Brio yellow RS series, automatic transmission, late 2021, 2022 registration, 1 owner bought new, engine installed, interior still has color trap, 7,000 km, car is still under warranty, paint is 100% genuine, not even a scratch. Everything is still very new, like out of the box, please call",Honda,Brio,2021.0,Honda Brio RS 2021,448 Million,https://bonbanh.com/xe-honda-brio-rs-2021-4880980,0.448
18555,18555,4881876,Domestic assembly,Used car,SUV,6,Black,Cream,5,7,Petrol,2.0,Automatic,FWD - Front-wheel drive,8.6,The family wants to upgrade the car to a higher model. So there is a need to sell the car.. the family car should drive very well.. the car is nice and new. Come see the car and negotiate,Kia,Rondo,2019.0,Kia Rondo GAT Deluxe 2019 car,570 Million,https://bonbanh.com/xe-kia-rondo-gat-deluxe-2019-4881876,0.57
18590,18590,4881978,Domestic assembly,Used car,Sedan,6,Silver,Black,4,5,Petrol,1.5,Automatic,FWD - Front-wheel drive,7.6," sell very few original color mazda3, 2015 model, 1 set of new tires, the owner keeps the car like new, anyone interested please contact me directly, price is negotiable!",Mazda,3,2015.0,Mazda 3 1.5 AT 2015,429 Million,https://bonbanh.com/xe-mazda-3-1.5-at-2015-4881978,0.429
18731,18731,4882786,Domestic assembly,Used car,SUV,33,Green,Grey,5,7,Petrol,3.0,Manual,4WD - Four-wheel drive (4WD),14.3,"Changing car so need to liquidate Mitsubishi V43.. Car is flawless. car is as pictured, refuel and go....to b",Mitsubishi,Pajero,2002.0,Mitsubishi Pajero 3.0 2002,215 Million,https://bonbanh.com/xe-mitsubishi-pajero-3.0-2002-4882786,0.215
18887,18887,4883417,Imported,Used car,Pickup,80,Grey,Brown,4,5,Diesel,2.2,Automatic,RFD - Rear-wheel drive,10.8," The car is family-standard, has a personal name, is beautiful, has no minor faults, and runs perfectly on the clock, covering all faults",Ford,Ranger,2017.0,Ford Ranger XLS 2.2L 4x2 AT 2017,495 Million,https://bonbanh.com/xe-ford-ranger-xls-2.2l-4x2-at-2017-4883417,0.495
